,Ticker,W%R_range,Long Trigger,Short Trigger,HODL_return,Trade Return,delta
584,SSTK,50,-70,-20,0.7307101727447216,1.076522,0.34581182725527837
585,SSTK,50,-70,-30,0.7307101727447216,1.796482,1.0657718272552783
586,SSTK,50,-70,-40,0.7307101727447216,0.479597,-0.2511131727447216
587,SSTK,50,-70,-50,0.7307101727447216,1.189844,0.4591338272552783
588,SSTK,50,-70,-60,0.7307101727447216,1.779182,1.0484718272552784
589,SSTK,50,-70,-70,0.7307101727447216,1.238057,0.5073468272552784
590,SSTK,50,-70,-80,0.7307101727447216,1.185372,0.4546618272552785
591,SSTK,50,-70,-90,0.7307101727447216,1.069718,0.33900782725527834
592,SSTK,50,-60,-20,0.7307101727447216,0.785821,0.05511082725527838
593,SSTK,50,-60,-30,0.7307101727447216,1.251458,0.5207478272552784
594,SSTK,50,-60,-40,0.7307101727447216,0.219764,-0.5109461727447216
595,SSTK,50,-60,-50,0.7307101727447216,0.677747,-0.05296317274472162
596,SSTK,50,-60,-60,0.7307101727447216,1.122543,0.39183282725527846
597,SSTK,50,-60,-70,0.7307101727447216,1.046467,0.3157568272552784
598,SSTK,50,-60,-80,0.7307101727447216,1.003893,0.2731828272552783
599,SSTK,50,-60,-90,0.7307101727447216,0.759526,0.028815827255278426
600,SSTK,50,-50,-20,0.7307101727447216,0.943116,0.21240582725527835
601,SSTK,50,-50,-30,0.7307101727447216,1.48136,0.7506498272552784
602,SSTK,50,-50,-40,0.7307101727447216,0.033976,-0.6967341727447216
603,SSTK,50,-50,-50,0.7307101727447216,0.315225,-0.41548517274472163
604,SSTK,50,-50,-60,0.7307101727447216,0.868334,0.13762382725527844
605,SSTK,50,-50,-70,0.7307101727447216,0.709299,-0.021411172744721596
606,SSTK,50,-50,-80,0.7307101727447216,0.447791,-0.2829191727447216
607,SSTK,50,-50,-90,0.7307101727447216,0.305595,-0.4251151727447216
608,SSTK,50,-40,-20,0.7307101727447216,1.445868,0.7151578272552783
609,SSTK,50,-40,-30,0.7307101727447216,1.351416,0.6207058272552783
610,SSTK,50,-40,-40,0.7307101727447216,0.096971,-0.6337391727447216
